,id,audio_file,x_b,x_d,y_hat_b,y_hat_d,brightness_diff,depth_diff,p_l_delay_ms,p_r_delay,p_feedback,p_fb_tone_lo_hi,p_fb_mix,p_hat_l_delay_ms,p_hat_r_delay,p_hat_feedback,p_hat_fb_tone_lo_hi,p_hat_fb_mix,class,x_emb_n=0,y_emb_n=0,colour_n=0,x_emb_n=5,y_emb_n=5,colour_n=5,x_emb_n=10,y_emb_n=10,colour_n=10,x_emb_n=25,y_emb_n=25,colour_n=25,x_emb_n=100,y_emb_n=100,colour_n=100
10,10,audio_10.wav,0.575997531414032,0.4477725923061371,0.5760269165039062,0.4479339122772217,2.9385089874267575e-05,0.0001613199710845,0.8332382,0.5842265,0.17779326,0.49366558,0.07953447,0.79054075,0.5677818,0.78697807,0.40239716,0.015586164,1,3.5893803,10.268032,#3ea97f,2.4757063,10.468307,#3b8f7f,6.653052,13.144788,#3dc97f,5.1157765,14.648121,#41937f,9.264748,4.043998,#c52c7f
11,11,audio_11.wav,0.575997531414032,0.4477725923061371,0.5759332776069641,0.4486526548862457,-6.42538070678711e-05,0.0008800625801086,0.30833364,0.6542097,0.33308256,0.5826462,0.014629543,0.82737255,0.7005417,0.83414745,0.45875207,0.01987604,2,6.4168344,11.297693,#91d27f,4.552139,11.911364,#79ca7f,9.665424,13.6192045,#a0da7f,7.1223927,16.026741,#7cce7f,5.680389,4.304414,#58367f
12,12,audio_12.wav,0.575997531414032,0.4477725923061371,0.575905442237854,0.4488175213336944,-9.208917617797852e-05,0.0010449290275573,0.123563826,0.27528,0.14635211,0.34460717,0.69421065,0.6837373,0.37105525,0.67210317,0.34933636,0.021723129,2,9.35233,11.668486,#e7e07f,7.1386156,12.901581,#c7f27f,12.318005,13.14853,#f7c97f,9.912254,16.873407,#cff27f,2.9610438,5.236397,#05587f
13,13,audio_13.wav,0.575997531414032,0.4477725923061371,0.5760241150856018,0.4481129348278045,2.658367156982422e-05,0.0003403425216674,0.021024346,0.5350295,0.81367517,0.9448723,0.9131185,0.70593023,0.39860606,0.6962308,0.35418326,0.018434994,1,7.100639,12.383667,#a5fc7f,5.0062137,13.171754,#87fd7f,10.709805,14.420108,#c2f77f,7.7994204,17.148746,#90fe7f,4.221704,3.72948,#2b207f
14,14,audio_14.wav,0.575997531414032,0.4477725923061371,0.5759410262107849,0.4497547149658203,-5.650520324707031e-05,0.0019821226596832,0.6702743,0.24389243,0.44651008,0.7107992,0.57479054,0.8554702,0.822725,0.8737385,0.5366882,0.033493888,-1,7.830777,6.7505693,#bb1f7f,7.4563603,8.10973,#d12e7f,10.015633,8.79458,#ab2b7f,9.967299,11.89133,#d11c7f,6.3409996,9.026939,#6ce67f
15,15,audio_15.wav,0.575997531414032,0.4477725923061371,0.5759961605072021,0.4494626820087433,-1.3709068298339844e-06,0.0016900897026062,0.120803416,0.35287917,0.4484232,0.69113815,0.47850138,0.8467315,0.78475326,0.862114,0.50764555,0.026778432,3,8.804677,11.179748,#d7cd7f,6.8151307,12.408231,#bdde7f,11.825647,12.704951,#e6b97f,9.688665,16.3064,#c9da7f,3.6271508,5.252722,#19597f
16,16,audio_16.wav,0.575997531414032,0.4477725923061371,0.5759745240211487,0.4488185048103332,-2.300739288330078e-05,0.0010459125041961,0.8054347,0.38461214,0.6504777,0.41758877,0.03166592,0.8160717,0.6535786,0.81751674,0.4369216,0.01802026,-1,5.491727,10.987999,#76c57f,3.920664,11.17973,#66ac7f,8.63755,13.350917,#7ed07f,6.364295,15.416453,#66b47f,6.6986966,4.156285,#77307f
17,17,audio_17.wav,0.575997531414032,0.4477725923061371,0.5759902000427246,0.4477100968360901,-7.331371307373047e-06,-6.249547004699707e-05,0.269543,0.59776115,0.043899834,0.9296175,0.4093632,0.7842075,0.54566246,0.778654,0.39456832,0.015018648,4,8.196227,9.413187,#c5877f,6.827233,10.7155075,#be997f,10.87838,11.358646,#c7887f,9.524403,14.582659,#c4907f,4.8108153,6.9576135,#3d997f
18,18,audio_18.wav,0.575997531414032,0.4477725923061371,0.5760194063186646,0.4504237473011017,2.187490463256836e-05,0.0026511549949645,0.9014971,0.88198704,0.92683744,0.587245,0.27060276,0.87298965,0.90491635,0.9060101,0.6240315,0.06723821,-1,2.0858696,10.36354,#12ad7f,1.1524211,9.928133,#13797f,5.4089804,13.218389,#14cb7f,3.6050568,14.0917015,#147b7f,10.435513,3.760411,#e9217f
19,19,audio_19.wav,0.575997531414032,0.4477725923061371,0.575951099395752,0.4486736953258514,-4.64320182800293e-05,0.0009011030197143,0.2629183,0.56991065,0.97955513,0.7730972,0.8776389,0.83743036,0.7494545,0.8507167,0.48630407,0.023967618,2,9.143633,6.6606917,#e11b7f,8.555644,8.488098,#f13e7f,11.085361,8.552258,#ce227f,10.976676,12.408313,#ef327f,5.297199,9.46278,#4cf77f
20,20,audio_20.wav,0.575997531414032,0.4477725923061371,0.5759993195533752,0.448445588350296,1.7881393432617188e-06,0.0006729960441589,0.4000522,0.07286078,0.86606115,0.024154007,0.24398053,0.7376538,0.4483356,0.7289783,0.3665516,0.015812565,-1,6.6698956,10.906129,#99c27f,4.9972544,11.660797,#87bf7f,9.83507,13.237678,#a5cc7f,7.52235,15.747962,#88c27f,5.6657004,4.7317176,#57467f
21,21,audio_21.wav,0.575997531414032,0.4477725923061371,0.5760639905929565,0.4506230652332306,6.645917892456055e-05,0.0028504729270935,0.93343645,0.8177609,0.7411288,0.7382967,0.4619559,0.871936,0.90374804,0.9050583,0.6233036,0.0673637,-1,1.9356946,11.002333,#0ec67f,0.7045634,10.415131,#068c7f,5.1976347,13.740672,#0dde7f,3.1679392,14.51546,#078d7f,10.440012,3.0081897,#e9057f
22,22,audio_22.wav,0.575997531414032,0.4477725923061371,0.576024055480957,0.4504209756851196,2.6524066925048828e-05,0.0026483833789825,0.08312756,0.6414703,0.885133,0.6888583,0.8588281,0.8731257,0.90341806,0.9049424,0.62172955,0.06721776,-1,9.814686,7.525981,#f53d7f,8.854836,9.435721,#fa647f,11.753085,8.947317,#e4317f,11.306435,13.279277,#f9587f,4.4343753,9.0492525,#32e77f
23,23,audio_23.wav,0.575997531414032,0.4477725923061371,0.5759972333908081,0.4465289115905761,-2.980232238769531e-07,-0.0012436807155609,0.6695898,0.630734,0.84097385,0.89263314,0.7133186,0.86513513,0.8703185,0.89069194,0.58085257,0.04838952,4,4.325194,7.1176887,#542d7f,4.0512133,7.5360584,#6a177f,6.977248,10.429398,#47667f,6.4475646,11.823466,#68197f,9.17772,7.044566,#c29c7f
24,24,audio_24.wav,0.575997531414032,0.4477725923061371,0.5760369300842285,0.4503202438354492,3.93986701965332e-05,0.0025476515293121,0.3633886,0.3442756,0.8489068,0.43082738,0.5876596,0.869388,0.8898654,0.8983923,0.60369694,0.058918364,-1,8.632353,6.944942,#d2267f,8.017639,8.526904,#e13f7f,10.757747,8.87488,#c32e7f,10.521411,12.301439,#e12e7f,5.535697,9.230345,#53ee7f
25,25,audio_25.wav,0.575997531414032,0.4477725923061371,0.5759322047233582,0.4466409683227539,-6.532669067382812e-05,-0.0011316239833831,0.34435797,0.036609292,0.66385984,0.35683626,0.37334162,0.86019486,0.84317684,0.8816076,0.5534519,0.037705895,-1,7.646864,8.42824,#b5617f,6.561328,9.905665,#b6787f,10.301907,10.77558,#b4737f,9.228683,13.835786,#bb707f,5.6562614,7.1646795,#57a17f
26,26,audio_26.wav,0.575997531414032,0.4477725923061371,0.5759909749031067,0.4510465264320373,-6.556510925292969e-06,0.0032739341259002,0.17107624,0.6425613,0.65291417,0.17478609,0.29329258,0.8759439,0.9136283,0.9108945,0.63643736,0.07462234,3,7.446108,10.327774,#afab7f,5.812477,11.341238,#9fb27f,10.40081,12.500829,#b8b17f,8.439228,15.418365,#a3b47f,5.125127,5.6616154,#47687f
27,27,audio_27.wav,0.575997531414032,0.4477725923061371,0.5759880542755127,0.4493301510810852,-9.47713851928711e-06,0.0015575587749481,0.65070385,0.051415026,0.4260701,0.17861813,0.33561772,0.72290754,0.42505282,0.7139324,0.36123452,0.016935725,-1,6.1052527,8.518596,#88647f,5.0678678,9.423038,#89647f,8.664123,11.430899,#7f8b7f,7.5962687,13.507859,#8a627f,7.2914686,6.3447967,#89827f
28,28,audio_28.wav,0.575997531414032,0.4477725923061371,0.576026201248169,0.4480787813663482,2.866983413696289e-05,0.0003061890602111,0.56963575,0.11185485,0.3698392,0.76289654,0.62185705,0.7893416,0.5566451,0.7824242,0.39923716,0.015400311,1,8.226815,7.898529,#c64c7f,7.178217,9.294923,#c85f7f,10.4573,9.956777,#ba557f,9.771303,13.219008,#cb557f,5.939472,7.9801116,#5fbf7f
29,29,audio_29.wav,0.575997531414032,0.4477725923061371,0.5760165452957153,0.4481318295001983,1.901388168334961e-05,0.0003592371940612,0.41912383,0.65354884,0.37653112,0.023454666,0.038981855,0.7345369,0.44427693,0.7265748,0.36551917,0.016014751,1,5.748386,11.188319,#7ecd7f,4.1101565,11.659231,#6cbf7f,9.107459,13.756397,#8ddf7f,6.6554766,15.819457,#6ec57f,6.2355266,4.375215,#68387f
30,30,audio_30.wav,0.575997531414032,0.4477725923061371,0.5759508609771729,0.4466791450977325,-4.667043685913086e-05,-0.0010934472084045,0.29917097,0.9876192,0.9894183,0.77211875,0.7695491,0.8612298,0.8530286,0.885251,0.5624975,0.04113164,-1,8.909531,6.9476495,#da267f,8.021953,8.646959,#e1447f,10.803949,8.930988,#c5307f,10.5469475,12.465027,#e2357f,5.4432125,9.169462,#50ec7f
31,31,audio_31.wav,0.575997531414032,0.4477725923061371,0.5760575532913208,0.4506213366985321,6.002187728881836e-05,0.002848744392395,0.84656197,0.25530702,0.5102187,0.26595026,0.8716534,0.8707334,0.8992425,0.9027277,0.615999,0.06570067,-1,7.1361322,6.4007554,#a6117f,6.7832894,7.763407,#bc207f,9.17998,8.8779545,#902e7f,9.178562,11.7457,#b9167f,7.1027756,8.6619,#83d97f
32,32,audio_32.wav,0.575997531414032,0.4477725923061371,0.575956404209137,0.4480939209461212,-4.112720489501953e-05,0.0003213286399841,0.16409487,0.5412276,0.21688014,0.34017515,0.74590164,0.6736374,0.35946503,0.66130584,0.34830528,0.023790795,2,9.261585,10.489153,#e4b27f,7.5901732,11.582643,#d5bc7f,11.993115,11.615857,#ec917f,10.300052,15.465313,#dbb67f,3.6455462,6.042148,#19777f
33,33,audio_33.wav,0.575997531414032,0.4477725923061371,0.5759514570236206,0.4486839771270752,-4.607439041137695e-05,0.0009113848209381,0.11100739,0.6270722,0.43452293,0.14813167,0.4309796,0.8371154,0.7411017,0.84790814,0.48052925,0.022653844,2,7.718321,11.073011,#b7c97f,5.834583,12.117429,#a0d27f,10.910953,13.111533,#c8c77f,8.6473255,16.1189,#aad27f,4.386679,5.0336375,#30517f
34,34,audio_34.wav,0.575997531414032,0.4477725923061371,0.5759909749031067,0.449409931898117,-6.556510925292969e-06,0.0016373395919799,0.14647114,0.82420796,0.6406177,0.66189677,0.28158337,0.72173786,0.42272764,0.71277153,0.36052087,0.017141245,-1,8.407229,8.463095,#cb627f,7.179461,9.848068,#c8757f,10.62579,10.459497,#bf677f,9.785503,13.684222,#cb697f,5.391444,7.560776,#4fb07f
35,35,audio_35.wav,0.575997531414032,0.4477725923061371,0.5759347677230835,0.4478332996368408,-6.276369094848633e-05,6.070733070373535e-05,0.2667325,0.65285265,0.55203575,0.47693557,0.07500833,0.80269027,0.60075694,0.8005635,0.41504762,0.016309805,2,5.838421,10.535196,#80b47f,4.4642353,11.188893,#77ac7f,9.275902,13.025924,#93c47f,7.112517,15.360855,#7cb17f,6.2771907,4.7188835,#6a457f
36,36,audio_36.wav,0.575997531414032,0.4477725923061371,0.5760031342506409,0.4492383599281311,5.602836608886719e-06,0.001465767621994,0.806276,0.74906623,0.32767695,0.22280139,0.2664827,0.720934,0.4218195,0.7116353,0.359903,0.016955448,-1,3.2374065,9.858451,#34997f,2.2615435,9.894293,#35777f,6.3696947,12.693837,#33b87f,4.7214966,13.897556,#35727f,9.596865,4.4100533,#cf397f
37,37,audio_37.wav,0.575997531414032,0.4477725923061371,0.5758839249610901,0.446392685174942,-0.0001136064529418,-0.001379907131195,0.97309756,0.64149,0.34461337,0.20599908,0.4405476,0.86374575,0.86347413,0.8888228,0.5734149,0.04453434,-1,2.3220673,10.8436365,#19c07f,1.2361692,10.425664,#168d7f,5.597554,13.710395,#1add7f,3.6787038,14.632582,#16927f,10.145113,3.239493,#e00e7f
38,38,audio_38.wav,0.575997531414032,0.4477725923061371,0.5760090947151184,0.4481700658798218,1.156330108642578e-05,0.0003974735736846,0.15144676,0.49829978,0.14366186,0.91122127,0.09243643,0.70799464,0.4015835,0.69836986,0.35474893,0.018108813,-1,6.3095756,11.50113,#8eda7f,4.5764294,12.145606,#7ad37f,9.833996,13.916505,#a5e57f,7.2406178,16.262161,#80d87f,5.2687316,4.070729,#4b2d7f
39,39,audio_39.wav,0.575997531414032,0.4477725923061371,0.5759486556053162,0.4488596022129059,-4.887580871582031e-05,0.0010870099067687,0.26243424,0.89050174,0.27477866,0.40747803,0.98510385,0.83829635,0.74836296,0.8507776,0.48711544,0.024665872,2,9.711919,7.319521,#f2357f,8.630802,9.423619,#f4647f,11.652466,9.23758,#e13b7f,11.170108,13.152882,#f5527f,4.8658004,9.107056,#3fe97f
40,40,audio_40.wav,0.575997531414032,0.4477725923061371,0.5775595903396606,0.4530868530273437,0.0015620589256286,0.0053142607212066,0.9509625,0.3224951,0.8307711,0.2560848,0.7642056,0.86474824,0.94851965,0.9210883,0.71478885,0.21646608,-1,3.8242984,7.0280523,#45297f,3.6725736,7.316241,#5f0e7f,6.2936196,10.441386,#31677f,6.202103,11.486812,#610b7f,9.804896,7.154948,#d5a07f
41,41,audio_41.wav,0.575997531414032,0.4477725923061371,0.5768635272979736,0.4468069970607757,0.0008659958839416,-0.0009655952453613,0.66294384,0.83352774,0.27186757,0.53374916,0.7017601,0.8715573,0.94405526,0.9215806,0.7000296,0.1661535,-1,3.919147,6.7968445,#48207f,3.8235867,7.2219887,#640a7f,6.405454,10.214789,#345f7f,6.4189606,11.44538,#67097f,9.705339,7.378442,#d2a97f
42,42,audio_42.wav,0.575997531414032,0.4477725923061371,0.5764013528823853,0.4542309939861297,0.0004038214683532,0.0064584016799926,0.70180994,0.34063685,0.7220294,0.37900925,0.9245746,0.8750722,0.92921114,0.91570634,0.6655393,0.106706984,-1,7.063608,6.06935,#a4047f,6.7843857,7.338822,#bc0f7f,9.145309,8.615503,#8e257f,9.200279,11.280984,#ba027f,7.3274765,8.964805,#8ae47f
43,43,audio_43.wav,0.575997531414032,0.4477725923061371,0.5768015384674072,0.457564502954483,0.0008040070533752,0.0097919106483459,0.6802115,0.47039247,0.22118807,0.31899452,0.84479976,0.871823,0.94386256,0.92152786,0.6993854,0.1637008,-1,3.8714156,6.854466,#47237f,3.7018218,7.124594,#60067f,6.419687,10.231771,#355f7f,6.3270345,11.324185,#65047f,9.695645,7.300036,#d2a67f
44,44,audio_44.wav,0.575997531414032,0.4477725923061371,0.5760161876678467,0.4504213333129883,1.8656253814697266e-05,0.0026487410068511,0.7776618,0.18438041,0.4561321,0.75176615,0.5742922,0.87331444,0.9022937,0.9047789,0.62041074,0.06539767,-1,7.9212165,6.5373254,#bd167f,7.5996246,7.80731,#d5227f,9.703721,8.480076,#a1207f,10.050801,11.699594,#d3147f,6.433977,9.144394,#6feb7f
45,45,audio_45.wav,0.575997531414032,0.4477725923061371,0.5759949684143066,0.4483400285243988,-2.562999725341797e-06,0.0005674362182617,0.18668938,0.4619589,0.09758484,0.2284919,0.55918545,0.70977455,0.40376768,0.7002203,0.35538793,0.018021446,-1,7.9452286,10.807674,#bebe7f,6.3044615,11.960284,#aecc7f,11.124773,12.698086,#cfb97f,8.927262,15.86321,#b2c77f,4.3140316,5.311411,#2e5b7f
46,46,audio_46.wav,0.575997531414032,0.4477725923061371,0.5759996175765991,0.4477430880069732,2.086162567138672e-06,-2.950429916381836e-05,0.111362636,0.19097054,0.36214173,0.467422,0.14666355,0.7843729,0.5486343,0.7785895,0.39573187,0.015045907,4,6.906287,11.449063,#a0d87f,5.3026476,12.222212,#90d67f,10.420796,13.566471,#b8d87f,7.8936224,16.275986,#93d97f,4.589041,4.5934024,#36407f
47,47,audio_47.wav,0.575997531414032,0.4477725923061371,0.5759915709495544,0.4477215707302093,-5.960464477539063e-06,-5.1021575927734375e-05,0.41715223,0.1326654,0.5170842,0.86748195,0.49019057,0.7847892,0.5469464,0.7791182,0.395387,0.015288354,4,8.425953,8.413505,#cc607f,6.8909926,9.93122,#c0797f,10.597607,10.594927,#be6c7f,9.627728,13.855346,#c7717f,5.3916693,7.2432766,#4fa47f
48,48,audio_48.wav,0.575997531414032,0.4477725923061371,0.5761669874191284,0.4592786729335785,0.0001694560050964,0.0115060806274414,0.6782233,0.76440483,0.23739415,0.3156919,0.5503935,0.8768196,0.93219435,0.9186409,0.670227,0.10798949,-1,3.8851173,7.4484544,#473a7f,3.5693316,7.720993,#5c1e7f,6.4595237,10.831262,#36757f,6.2313237,12.291577,#622d7f,9.683579,6.7309422,#d2907f
49,49,audio_49.wav,0.575997531414032,0.4477725923061371,0.576010525226593,0.4484763145446777,1.2993812561035156e-05,0.0007037222385406,0.057085752,0.18577433,0.61470234,0.45432627,0.5039842,0.71085954,0.40568507,0.7011993,0.35564962,0.017775144,-1,8.620682,11.713783,#d2e27f,6.4865355,12.844208,#b3f07f,11.736789,13.424266,#e4d37f,9.2583065,16.815248,#bcf07f,3.5194623,4.840947,#164a7f
50,50,audio_50.wav,0.575997531414032,0.4477725923061371,0.575984537601471,0.4450881481170654,-1.2993812561035156e-05,-0.0026844441890716,0.3236395,0.31783742,0.6983267,0.85735285,0.8393348,0.6961959,0.3866261,0.6854506,0.35291046,0.020238204,4,8.937729,7.0288076,#db2a7f,8.34462,8.782995,#eb4a7f,11.136729,8.802928,#d02c7f,10.947466,12.711797,#ee3f7f,4.940906,9.24126,#41ee7f
51,51,audio_51.wav,0.575997531414032,0.4477725923061371,0.575998842716217,0.4519856572151184,1.3113021850585938e-06,0.0042130649089813,0.039457917,0.5003752,0.08636689,0.29119515,0.02174431,0.74895537,0.47077802,0.74135995,0.37258634,0.015300892,3,5.762735,11.86186,#7ee87f,3.812366,12.204915,#63d67f,9.429068,14.190128,#98ef7f,6.5874743,16.264769,#6cd87f,5.9446034,3.4874299,#60177f
52,52,audio_52.wav,0.575997531414032,0.4477725923061371,0.5759687423706055,0.4481070041656494,-2.8789043426513672e-05,0.0003344118595123,0.5950828,0.6593434,0.14847589,0.793808,0.23849404,0.7697685,0.5104058,0.7616309,0.383914,0.014955905,-1,4.8814936,7.972931,#644f7f,4.2639914,8.391978,#713a7f,7.601086,11.052006,#5c7d7f,6.7796216,12.623315,#723c7f,8.464883,6.504345,#ad887f
53,53,audio_53.wav,0.575997531414032,0.4477725923061371,0.5759604573249817,0.4488115012645721,-3.707408905029297e-05,0.001038908958435,0.089469135,0.888496,0.6325808,0.52944076,0.274916,0.71913946,0.4186932,0.71021277,0.35937464,0.017234601,2,8.767954,10.815409,#d6bf7f,6.8038397,11.988573,#bdcd7f,11.595258,12.4818735,#dfb17f,9.61029,15.928547,#c6ca7f,3.8011448,5.487658,#1e627f
54,54,audio_54.wav,0.575997531414032,0.4477725923061371,0.5760188102722168,0.4449627697467804,2.1278858184814453e-05,-0.0028098225593566,0.06323576,0.6386688,0.9168399,0.39278114,0.2463001,0.8669145,0.8714532,0.89252883,0.5813894,0.046732765,-1,8.501129,8.558701,#ce667f,7.227517,10.0165,#ca7c7f,10.725006,10.53003,#c26a7f,9.72251,13.75302,#ca6c7f,5.350804,7.556572,#4daf7f
55,55,audio_55.wav,0.575997531414032,0.4477725923061371,0.575976550579071,0.4472689628601074,-2.09808349609375e-05,-0.0005036294460296,0.28453487,0.33372468,0.30452305,0.4970724,0.39464468,0.75335526,0.4788526,0.7463833,0.37484086,0.015289603,4,8.211913,9.0034275,#c6777f,7.0908723,10.222652,#c6857f,10.897431,10.724149,#c8717f,9.718335,14.0913315,#c97b7f,4.822697,7.3772416,#3da97f
56,56,audio_56.wav,0.575997531414032,0.4477725923061371,0.5761039853096008,0.4511537849903106,0.0001064538955688,0.0033811926841735,0.61873496,0.85202444,0.029623866,0.5273169,0.84088737,0.87694436,0.9283929,0.9168655,0.6623325,0.09877031,-1,4.3481708,6.488488,#55147f,4.252251,7.090454,#70057f,6.7127814,9.89685,#3f537f,6.833696,11.337411,#74047f,9.447988,7.7363076,#cbb67f
57,57,audio_57.wav,0.575997531414032,0.4477725923061371,0.5759627819061279,0.4488382935523987,-3.4749507904052734e-05,0.0010657012462615,0.1995545,0.20180589,0.07765126,0.18071967,0.7400095,0.80978817,0.6249732,0.8077523,0.4250176,0.016918022,-1,8.704071,11.211726,#d4ce7f,6.631733,12.414194,#b8de7f,11.650426,12.970358,#e1c27f,9.448345,16.313244,#c1da7f,3.6913283,5.291474,#1b5b7f
58,58,audio_58.wav,0.575997531414032,0.4477725923061371,0.5759642720222473,0.4461477994918823,-3.325939178466797e-05,-0.0016247928142547,0.8002542,0.20481831,0.96067095,0.10234755,0.26579827,0.8543486,0.8163575,0.871847,0.5308406,0.031794347,4,5.1360846,9.413202,#6c877f,3.9173467,9.7298765,#66707f,8.082671,12.184078,#6ca67f,6.3781915,14.03975,#66787f,7.756096,5.1918235,#97577f
59,59,audio_59.wav,0.575997531414032,0.4477725923061371,0.5759634375572205,0.4486321806907654,-3.409385681152344e-05,0.0008595883846282,0.4329247,0.813726,0.19825369,0.7494536,0.12644428,0.80869055,0.6217657,0.8062924,0.42246777,0.016778361,-1,5.6129613,8.855649,#7a717f,4.618232,9.536021,#7b697f,8.392044,11.924902,#769d7f,7.0629015,13.9836035,#7b767f,7.493568,5.9293747,#8f727f
60,60,audio_60.wav,0.575997531414032,0.4477725923061371,0.5759457349777222,0.449374258518219,-5.179643630981445e-05,0.0016016662120819,0.38695872,0.15113461,0.016018152,0.05972022,0.8675372,0.6675258,0.35357854,0.6546647,0.34780657,0.025239147,2,9.085975,10.728413,#dfbb7f,7.227182,11.899382,#cac97f,11.840877,12.277623,#e7a97f,9.973116,15.858427,#d1c77f,3.7055159,5.858176,#1b707f
61,61,audio_61.wav,0.575997531414032,0.4477725923061371,0.5761281251907349,0.4511140584945678,0.0001305937767028,0.0033414661884307,0.76540124,0.624574,0.86661714,0.14943182,0.5833783,0.87696767,0.9302571,0.91772497,0.66615295,0.10308543,-1,3.4566414,8.940139,#3b757f,2.736693,8.654895,#43457f,6.2902927,12.052712,#31a17f,5.1325407,13.319643,#415a7f,9.656254,5.190665,#d1577f
