id,audio_file,x_b,x_d,y_hat_b,y_hat_d,brightness_diff,depth_diff,p_freq_hz,p_fine_hz,p_feedback,p_hat_freq_hz,p_hat_fine_hz,p_hat_feedback
24,audio_24.wav,0.6104051470756531,0.4509032666683197,0.8065582513809204,0.33611926436424255,0.19615310430526733,-0.11478400230407715,0.14481235,0.16188353,0.26087272,0.28537527,0.39378476,0.86012244
25,audio_25.wav,0.6104051470756531,0.4509032666683197,0.8690099120140076,0.05597861483693123,0.2586047649383545,-0.3949246518313885,0.808345,0.07941848,0.37649244,0.6694724,0.64478695,0.5868597
26,audio_26.wav,0.6104051470756531,0.4509032666683197,0.8690926432609558,0.05955931544303894,0.25868749618530273,-0.39134395122528076,0.7757286,0.73486716,0.29503244,0.6689299,0.64491695,0.58775866
27,audio_27.wav,0.6104051470756531,0.4509032666683197,0.8690956234931946,0.06140763685107231,0.2586904764175415,-0.3894956298172474,0.63702035,0.60490906,0.16971266,0.66906655,0.64499086,0.5870938
28,audio_28.wav,0.6104051470756531,0.4509032666683197,0.8026367425918579,0.3360128104686737,0.19223159551620483,-0.114890456199646,0.26567185,0.90110344,0.71326256,0.27278876,0.37772325,0.8670782
29,audio_29.wav,0.6104051470756531,0.4509032666683197,0.8690323233604431,0.060084275901317596,0.25862717628479004,-0.3908189907670021,0.75012094,0.50944465,0.55691457,0.66859186,0.64496285,0.5879392
30,audio_30.wav,0.6104051470756531,0.4509032666683197,0.7986162900924683,0.33551517128944397,0.18821114301681519,-0.11538809537887573,0.10106397,0.96622866,0.07111508,0.26426342,0.37047735,0.86747074
31,audio_31.wav,0.6104051470756531,0.4509032666683197,0.8690091967582703,0.059038303792476654,0.2586040496826172,-0.39186496287584305,0.78830063,0.15165919,0.3538459,0.6696261,0.644574,0.58700806
32,audio_32.wav,0.6104051470756531,0.4509032666683197,0.8628053665161133,0.084858238697052,0.2524002194404602,-0.3660450279712677,0.5105913,0.66812164,0.47735083,0.5946118,0.6482892,0.6574275
33,audio_33.wav,0.6104051470756531,0.4509032666683197,0.8006309270858765,0.3352196514606476,0.1902257800102234,-0.11568361520767212,0.23802656,0.67432356,0.44236088,0.26745835,0.37222722,0.8682567
34,audio_34.wav,0.6104051470756531,0.4509032666683197,0.8687415719032288,0.0638512596487999,0.2583364248275757,-0.3870520070195198,0.9170799,0.631688,0.7550572,0.6545957,0.6507948,0.6018733
35,audio_35.wav,0.6104051470756531,0.4509032666683197,0.8690890669822693,0.058561209589242935,0.2586839199066162,-0.39234205707907677,0.8078884,0.04178822,0.885553,0.6692822,0.6449528,0.5865201
36,audio_36.wav,0.6104051470756531,0.4509032666683197,0.7986695766448975,0.33646610379219055,0.18826442956924438,-0.11443716287612915,0.10598755,0.82194275,0.37943196,0.2620371,0.36799368,0.8684894
37,audio_37.wav,0.6104051470756531,0.4509032666683197,0.8689234852790833,0.06467372924089432,0.2585183382034302,-0.3862295374274254,0.60310423,0.33298826,0.32982737,0.66191584,0.6491046,0.5951122
38,audio_38.wav,0.6104051470756531,0.4509032666683197,0.8065645098686218,0.3360251784324646,0.19615936279296875,-0.1148780882358551,0.19069117,0.24988264,0.20309699,0.28446487,0.39357567,0.8606855
39,audio_39.wav,0.6104051470756531,0.4509032666683197,0.8685580492019653,0.06941018998622894,0.25815290212631226,-0.38149307668209076,0.5505007,0.05975604,0.71987987,0.6521499,0.65042835,0.6034957
40,audio_40.wav,0.6104051470756531,0.4509032666683197,0.869038462638855,0.06111595034599304,0.2586333155632019,-0.38978731632232666,0.7110908,0.66690093,0.6279537,0.6689041,0.64510685,0.58741
41,audio_41.wav,0.6104051470756531,0.4509032666683197,0.8690174221992493,0.05882667377591133,0.2586122751235962,-0.39207659289240837,0.8463408,0.70703566,0.33292896,0.6688074,0.64529186,0.58729243
42,audio_42.wav,0.6104051470756531,0.4509032666683197,0.868441641330719,0.06923321634531021,0.2580364942550659,-0.3816700503230095,0.9382541,0.9380013,0.11556953,0.65005785,0.6520218,0.60608387
43,audio_43.wav,0.6104051470756531,0.4509032666683197,0.8371167182922363,0.3278391361236572,0.22671157121658325,-0.12306413054466248,0.35158384,0.8326556,0.90045,0.4272685,0.53735757,0.7825002
44,audio_44.wav,0.6104051470756531,0.4509032666683197,0.8689642548561096,0.06426187604665756,0.25855910778045654,-0.38664139062166214,0.6744784,0.5238682,0.041068614,0.66941035,0.64489895,0.5868409
45,audio_45.wav,0.6104051470756531,0.4509032666683197,0.8643094897270203,0.08820542693138123,0.2539043426513672,-0.3626978397369385,0.4698127,0.44823575,0.13752294,0.6049501,0.6332479,0.66460556
46,audio_46.wav,0.6104051470756531,0.4509032666683197,0.857069194316864,0.09889951348304749,0.24666404724121094,-0.3520037531852722,0.46979308,0.32321113,0.19747233,0.55202043,0.6221318,0.7001498
47,audio_47.wav,0.6104051470756531,0.4509032666683197,0.8670905828475952,0.07538435608148575,0.25668543577194214,-0.37551891058683395,0.5537149,0.40011716,0.7899329,0.6309254,0.6487712,0.62759113
48,audio_48.wav,0.6104051470756531,0.4509032666683197,0.8687402606010437,0.06375687569379807,0.2583351135253906,-0.38714639097452164,0.56429935,0.8510073,0.71184456,0.6585418,0.6490158,0.59862924
49,audio_49.wav,0.6104051470756531,0.4509032666683197,0.7941009998321533,0.3373284935951233,0.18369585275650024,-0.11357477307319641,0.004279375,0.11585617,0.48166955,0.2471364,0.348598,0.87062204
50,audio_50.wav,0.6104051470756531,0.4509032666683197,0.8689159154891968,0.06351503729820251,0.2585107684135437,-0.3873882293701172,0.58773005,0.12365812,0.28400773,0.6618868,0.64875966,0.5943363
51,audio_51.wav,0.6104051470756531,0.4509032666683197,0.7941645979881287,0.33569592237472534,0.18375945091247559,-0.11520734429359436,0.030181766,0.38862985,0.4723311,0.25073403,0.35425165,0.86983186
52,audio_52.wav,0.6104051470756531,0.4509032666683197,0.7940648198127747,0.3357499837875366,0.18365967273712158,-0.11515328288078308,0.22873265,0.38273257,0.36256868,0.24717583,0.34710866,0.8711184
53,audio_53.wav,0.6104051470756531,0.4509032666683197,0.8675711750984192,0.07553185522556305,0.2571660280227661,-0.37537141144275665,0.46570563,0.005422652,0.9820491,0.63801223,0.64992714,0.62011886
54,audio_54.wav,0.6104051470756531,0.4509032666683197,0.8690346479415894,0.057543665170669556,0.2586295008659363,-0.39335960149765015,0.687589,0.8346044,0.095917165,0.66902393,0.6454509,0.5875333
55,audio_55.wav,0.6104051470756531,0.4509032666683197,0.8270466327667236,0.33234265446662903,0.21664148569107056,-0.11856061220169067,0.31285793,0.4877032,0.5426856,0.3851806,0.4922662,0.81444585
56,audio_56.wav,0.6104051470756531,0.4509032666683197,0.8065780401229858,0.33806300163269043,0.19617289304733276,-0.11284026503562927,0.14872801,0.23056942,0.6611287,0.28665733,0.39489457,0.85857
57,audio_57.wav,0.6104051470756531,0.4509032666683197,0.869037926197052,0.057564057409763336,0.2586327791213989,-0.39333920925855637,0.6920913,0.97919965,0.42395717,0.66944396,0.6452859,0.5877114
58,audio_58.wav,0.6104051470756531,0.4509032666683197,0.8627737760543823,0.0895756334066391,0.25236862897872925,-0.3613276332616806,0.44221526,0.7553653,0.49019533,0.596461,0.6358203,0.66507614
59,audio_59.wav,0.6104051470756531,0.4509032666683197,0.8323870897293091,0.3325099050998688,0.221981942653656,-0.11839336156845093,0.3315711,0.852459,0.63595694,0.4078933,0.5145566,0.7972158
60,audio_60.wav,0.6104051470756531,0.4509032666683197,0.8690290451049805,0.0572965107858181,0.2586238980293274,-0.3936067558825016,0.8332382,0.5842265,0.17779326,0.6692994,0.6452969,0.58722657
61,audio_61.wav,0.6104051470756531,0.4509032666683197,0.8681832551956177,0.07052987068891525,0.2577781081199646,-0.38037339597940445,0.49366558,0.07953447,0.30833364,0.64566404,0.65230983,0.6105691
62,audio_62.wav,0.6104051470756531,0.4509032666683197,0.8689686059951782,0.0639069452881813,0.25856345891952515,-0.3869963213801384,0.6542097,0.33308256,0.5826462,0.67040944,0.64456207,0.58562696
63,audio_63.wav,0.6104051470756531,0.4509032666683197,0.7940850853919983,0.339187353849411,0.18367993831634521,-0.11171591281890869,0.014629543,0.123563826,0.27528,0.2503722,0.3524756,0.87058157
64,audio_64.wav,0.6104051470756531,0.4509032666683197,0.8047515153884888,0.3381265103816986,0.1943463683128357,-0.1127767562866211,0.14635211,0.34460717,0.69421065,0.28095102,0.38803115,0.8615456
65,audio_65.wav,0.6104051470756531,0.4509032666683197,0.7941468954086304,0.33568596839904785,0.1837417483329773,-0.11521729826927185,0.021024346,0.5350295,0.81367517,0.25292763,0.3550489,0.87016374
66,audio_66.wav,0.6104051470756531,0.4509032666683197,0.8685027956962585,0.06920689344406128,0.25809764862060547,-0.3816963732242584,0.9448723,0.9131185,0.6702743,0.64989346,0.6514345,0.6068984
67,audio_67.wav,0.6104051470756531,0.4509032666683197,0.7986132502555847,0.3352999687194824,0.18820810317993164,-0.11560329794883728,0.24389243,0.44651008,0.7107992,0.263235,0.3664166,0.8699634
68,audio_68.wav,0.6104051470756531,0.4509032666683197,0.8688881993293762,0.06449893116950989,0.25848305225372314,-0.3864043354988098,0.57479054,0.120803416,0.35287917,0.6609129,0.64899737,0.595483
69,audio_69.wav,0.6104051470756531,0.4509032666683197,0.8562077283859253,0.31624120473861694,0.24580258131027222,-0.13466206192970276,0.4484232,0.69113815,0.47850138,0.5464081,0.6081237,0.71083504
70,audio_70.wav,0.6104051470756531,0.4509032666683197,0.8689386248588562,0.05886708199977875,0.2585334777832031,-0.39203618466854095,0.8054347,0.38461214,0.6504777,0.6688457,0.6452281,0.58714354
71,audio_71.wav,0.6104051470756531,0.4509032666683197,0.8482447266578674,0.32453691959381104,0.23783957958221436,-0.12636634707450867,0.41758877,0.03166592,0.269543,0.48826253,0.58891743,0.74478763
72,audio_72.wav,0.6104051470756531,0.4509032666683197,0.8676586151123047,0.07293675094842911,0.2572534680366516,-0.3779665157198906,0.59776115,0.043899834,0.9296175,0.63588315,0.64822197,0.6231473
73,audio_73.wav,0.6104051470756531,0.4509032666683197,0.8339420557022095,0.330104798078537,0.2235369086265564,-0.12079846858978271,0.4093632,0.9014971,0.88198704,0.41552588,0.50280344,0.7998034
74,audio_74.wav,0.6104051470756531,0.4509032666683197,0.8687492609024048,0.06652265787124634,0.2583441138267517,-0.38438060879707336,0.92683744,0.587245,0.27060276,0.6544037,0.6503991,0.6024897
75,audio_75.wav,0.6104051470756531,0.4509032666683197,0.8006662130355835,0.33548635244369507,0.19026106595993042,-0.11541691422462463,0.2629183,0.56991065,0.97955513,0.26921582,0.3738435,0.86817974
76,audio_76.wav,0.6104051470756531,0.4509032666683197,0.8690510392189026,0.0602201446890831,0.2586458921432495,-0.3906831219792366,0.7730972,0.8776389,0.4000522,0.66896564,0.6452124,0.5877189
77,audio_77.wav,0.6104051470756531,0.4509032666683197,0.7986706495285034,0.33568981289863586,0.18826550245285034,-0.11521345376968384,0.07286078,0.86606115,0.024154007,0.26077121,0.36686715,0.8669575
78,audio_78.wav,0.6104051470756531,0.4509032666683197,0.796545147895813,0.33731207251548767,0.1861400008201599,-0.11359119415283203,0.24398053,0.93343645,0.8177609,0.2553156,0.35808942,0.87046105
79,audio_79.wav,0.6104051470756531,0.4509032666683197,0.8690248727798462,0.060264378786087036,0.2586197257041931,-0.39063888788223267,0.7411288,0.7382967,0.4619559,0.6681349,0.6451333,0.58835685
80,audio_80.wav,0.6104051470756531,0.4509032666683197,0.8006860613822937,0.33545729517936707,0.19028091430664062,-0.11544597148895264,0.08312756,0.6414703,0.885133,0.2663613,0.37310007,0.86770135
81,audio_81.wav,0.6104051470756531,0.4509032666683197,0.8689424395561218,0.059119656682014465,0.25853729248046875,-0.39178360998630524,0.6888583,0.8588281,0.6695898,0.66832036,0.64528507,0.58807504
82,audio_82.wav,0.6104051470756531,0.4509032666683197,0.8689745664596558,0.06424582004547119,0.2585694193840027,-0.3866574466228485,0.630734,0.84097385,0.89263314,0.6661867,0.6462371,0.58937544
83,audio_83.wav,0.6104051470756531,0.4509032666683197,0.8689693808555603,0.06608095020055771,0.2585642337799072,-0.384822316467762,0.7133186,0.3633886,0.3442756,0.6695782,0.64491105,0.5876771
84,audio_84.wav,0.6104051470756531,0.4509032666683197,0.8690373301506042,0.058293092995882034,0.25863218307495117,-0.39261017367243767,0.8489068,0.43082738,0.5876596,0.66997606,0.6450687,0.585689
85,audio_85.wav,0.6104051470756531,0.4509032666683197,0.8236483931541443,0.33620017766952515,0.2132432460784912,-0.11470308899879456,0.34435797,0.036609292,0.66385984,0.37266365,0.48048913,0.8200558
86,audio_86.wav,0.6104051470756531,0.4509032666683197,0.8339381217956543,0.3321641981601715,0.22353297472000122,-0.1187390685081482,0.35683626,0.37334162,0.17107624,0.40995872,0.521578,0.7958201
87,audio_87.wav,0.6104051470756531,0.4509032666683197,0.8690245151519775,0.06051243096590042,0.25861936807632446,-0.3903908357024193,0.6425613,0.65291417,0.17478609,0.6683682,0.6456072,0.58770984
88,audio_88.wav,0.6104051470756531,0.4509032666683197,0.8166583776473999,0.3387942910194397,0.20625323057174683,-0.11210897564888,0.29329258,0.65070385,0.051415026,0.33751148,0.44565493,0.8418644
89,audio_89.wav,0.6104051470756531,0.4509032666683197,0.8553298711776733,0.31363004446029663,0.24492472410202026,-0.13727322220802307,0.4260701,0.17861813,0.33561772,0.53702974,0.6046673,0.7166587
90,audio_90.wav,0.6104051470756531,0.4509032666683197,0.8688706159591675,0.06150958314538002,0.2584654688835144,-0.3893936835229397,0.56963575,0.11185485,0.3698392,0.6594689,0.64920473,0.59728265
91,audio_91.wav,0.6104051470756531,0.4509032666683197,0.8690840601921082,0.06089407205581665,0.2586789131164551,-0.39000919461250305,0.76289654,0.62185705,0.41912383,0.6690368,0.64496005,0.5879266
92,audio_92.wav,0.6104051470756531,0.4509032666683197,0.8690465092658997,0.060194797813892365,0.2586413621902466,-0.39070846885442734,0.65354884,0.37653112,0.023454666,0.668879,0.64530593,0.58717424
93,audio_93.wav,0.6104051470756531,0.4509032666683197,0.7941113710403442,0.335328072309494,0.18370622396469116,-0.11557519435882568,0.038981855,0.29917097,0.9876192,0.2519104,0.35488394,0.8699102
94,audio_94.wav,0.6104051470756531,0.4509032666683197,0.8621936440467834,0.09146952629089355,0.25178849697113037,-0.35943374037742615,0.9894183,0.77211875,0.7695491,0.5887104,0.64062774,0.669853
95,audio_95.wav,0.6104051470756531,0.4509032666683197,0.8690062761306763,0.060163531452417374,0.2586011290550232,-0.39073973521590233,0.84656197,0.25530702,0.5102187,0.66909325,0.64493334,0.5863162
96,audio_96.wav,0.6104051470756531,0.4509032666683197,0.8082202672958374,0.3382582366466522,0.19781512022018433,-0.11264503002166748,0.26595026,0.8716534,0.16409487,0.29386878,0.40118974,0.85936254
97,audio_97.wav,0.6104051470756531,0.4509032666683197,0.8685728907585144,0.06712470948696136,0.25816774368286133,-0.38377855718135834,0.5412276,0.21688014,0.34017515,0.65271896,0.6517292,0.6034043
98,audio_98.wav,0.6104051470756531,0.4509032666683197,0.8690565228462219,0.060846321284770966,0.25865137577056885,-0.39005694538354874,0.74590164,0.11100739,0.6270722,0.66737044,0.64495236,0.5900723
99,audio_99.wav,0.6104051470756531,0.4509032666683197,0.8385162949562073,0.330397367477417,0.2281111478805542,-0.12050589919090271,0.43452293,0.14813167,0.4309796,0.43402192,0.5281247,0.7882573
100,audio_100.wav,0.6104051470756531,0.4509032666683197,0.8048341870307922,0.33798524737358093,0.19442903995513916,-0.11291801929473877,0.14647114,0.82420796,0.6406177,0.2830543,0.390636,0.86187243
101,audio_101.wav,0.6104051470756531,0.4509032666683197,0.869056761264801,0.06093594804406166,0.25865161418914795,-0.38996731862425804,0.66189677,0.28158337,0.2667325,0.66976243,0.6451322,0.58643305
102,audio_102.wav,0.6104051470756531,0.4509032666683197,0.8690361976623535,0.05926522985100746,0.25863105058670044,-0.39163803681731224,0.65285265,0.55203575,0.47693557,0.66995686,0.6450531,0.5866067
103,audio_103.wav,0.6104051470756531,0.4509032666683197,0.8047505617141724,0.336281955242157,0.1943454146385193,-0.11462131142616272,0.07500833,0.806276,0.74906623,0.27897072,0.3869997,0.8622143
104,audio_104.wav,0.6104051470756531,0.4509032666683197,0.8356156349182129,0.3313121795654297,0.22521048784255981,-0.11959108710289001,0.32767695,0.22280139,0.2664827,0.41945237,0.5279683,0.7888394
105,audio_105.wav,0.6104051470756531,0.4509032666683197,0.8678039908409119,0.07482680678367615,0.2573988437652588,-0.37607645988464355,0.97309756,0.64149,0.34461337,0.63870007,0.65331656,0.6171715
106,audio_106.wav,0.6104051470756531,0.4509032666683197,0.8026233315467834,0.33508580923080444,0.19221818447113037,-0.11581745743751526,0.20599908,0.4405476,0.15144676,0.27466616,0.3819885,0.86441123
107,audio_107.wav,0.6104051470756531,0.4509032666683197,0.8651553988456726,0.08813828974962234,0.25475025177001953,-0.36276497691869736,0.49829978,0.14366186,0.91122127,0.61266226,0.6456051,0.6467836
108,audio_108.wav,0.6104051470756531,0.4509032666683197,0.8025777339935303,0.33763018250465393,0.1921725869178772,-0.11327308416366577,0.09243643,0.26243424,0.89050174,0.27266255,0.3800367,0.8652016
109,audio_109.wav,0.6104051470756531,0.4509032666683197,0.8026250600814819,0.3377303183078766,0.19221991300582886,-0.11317294836044312,0.27477866,0.40747803,0.98510385,0.2740068,0.37880668,0.86616266
110,audio_110.wav,0.6104051470756531,0.4509032666683197,0.8680752515792847,0.07537294179201126,0.2576701045036316,-0.37553032487630844,0.9509625,0.3224951,0.8307711,0.64642173,0.6498826,0.6122654
111,audio_111.wav,0.6104051470756531,0.4509032666683197,0.7987293004989624,0.33538269996643066,0.18832415342330933,-0.11552056670188904,0.2560848,0.7642056,0.66294384,0.26522246,0.36962953,0.8690958
112,audio_112.wav,0.6104051470756531,0.4509032666683197,0.869029700756073,0.058960530906915665,0.2586245536804199,-0.39194273576140404,0.83352774,0.27186757,0.53374916,0.670232,0.6447724,0.58594126
113,audio_113.wav,0.6104051470756531,0.4509032666683197,0.8690211772918701,0.05736762285232544,0.25861603021621704,-0.39353564381599426,0.7017601,0.70180994,0.34063685,0.6691732,0.6451513,0.5874934
114,audio_114.wav,0.6104051470756531,0.4509032666683197,0.8689290285110474,0.062437813729047775,0.2585238814353943,-0.3884654529392719,0.7220294,0.37900925,0.9245746,0.6630407,0.6468714,0.5943716
115,audio_115.wav,0.6104051470756531,0.4509032666683197,0.8690524101257324,0.06022796034812927,0.25864726305007935,-0.39067530632019043,0.6802115,0.47039247,0.22118807,0.6694037,0.6453045,0.58753455
116,audio_116.wav,0.6104051470756531,0.4509032666683197,0.8323895931243896,0.33235663175582886,0.22198444604873657,-0.11854663491249084,0.31899452,0.84479976,0.7776618,0.40630588,0.5136243,0.7986069
117,audio_117.wav,0.6104051470756531,0.4509032666683197,0.8174724578857422,0.3355603814125061,0.2070673108100891,-0.1153428852558136,0.18438041,0.4561321,0.75176615,0.3408396,0.45254913,0.8393009
118,audio_118.wav,0.6104051470756531,0.4509032666683197,0.8688903450965881,0.06175744906067848,0.25848519802093506,-0.3891458176076412,0.5742922,0.18668938,0.4619589,0.6604789,0.6490816,0.5965797
119,audio_119.wav,0.6104051470756531,0.4509032666683197,0.7966057062149048,0.33473873138427734,0.1862005591392517,-0.11616453528404236,0.09758484,0.2284919,0.55918545,0.2587903,0.36412397,0.8688866
120,audio_120.wav,0.6104051470756531,0.4509032666683197,0.7986524701118469,0.337127685546875,0.18824732303619385,-0.1137755811214447,0.111362636,0.19097054,0.36214173,0.26184264,0.3672823,0.8685753
121,audio_121.wav,0.6104051470756531,0.4509032666683197,0.8627196550369263,0.08502978086471558,0.2523145079612732,-0.3658734858036041,0.467422,0.14666355,0.41715223,0.5930185,0.63665485,0.67064977
122,audio_122.wav,0.6104051470756531,0.4509032666683197,0.8026337623596191,0.3354541063308716,0.19222861528396606,-0.11544916033744812,0.1326654,0.5170842,0.86748195,0.2767947,0.38429245,0.86404145
123,audio_123.wav,0.6104051470756531,0.4509032666683197,0.8680965900421143,0.07182606309652328,0.2576914429664612,-0.3790772035717964,0.49019057,0.6782233,0.76440483,0.6459279,0.65144926,0.6108655
124,audio_124.wav,0.6104051470756531,0.4509032666683197,0.7940946817398071,0.33500561118125916,0.18368953466415405,-0.11589765548706055,0.23739415,0.3156919,0.5503935,0.2508375,0.35220757,0.87159365
125,audio_125.wav,0.6104051470756531,0.4509032666683197,0.7965813279151917,0.33462029695510864,0.18617618083953857,-0.11628296971321106,0.057085752,0.18577433,0.61470234,0.25625888,0.36070204,0.8695873
126,audio_126.wav,0.6104051470756531,0.4509032666683197,0.8643985986709595,0.08703695982694626,0.2539934515953064,-0.36386630684137344,0.45432627,0.5039842,0.3236395,0.6072691,0.6442792,0.65190375
127,audio_127.wav,0.6104051470756531,0.4509032666683197,0.8452733755111694,0.325076162815094,0.23486822843551636,-0.1258271038532257,0.31783742,0.6983267,0.85735285,0.47105375,0.57089835,0.75706255
128,audio_128.wav,0.6104051470756531,0.4509032666683197,0.8690364360809326,0.0598580464720726,0.25863128900527954,-0.3910452201962471,0.8393348,0.039457917,0.5003752,0.6696483,0.64495087,0.58600664
129,audio_129.wav,0.6104051470756531,0.4509032666683197,0.7986857295036316,0.33596280217170715,0.18828058242797852,-0.11494046449661255,0.08636689,0.29119515,0.02174431,0.2607512,0.3660432,0.86820537
130,audio_130.wav,0.6104051470756531,0.4509032666683197,0.8690093755722046,0.058757126331329346,0.2586042284965515,-0.39214614033699036,0.5950828,0.6593434,0.14847589,0.6660589,0.6463084,0.58975226
131,audio_131.wav,0.6104051470756531,0.4509032666683197,0.8690209984779358,0.0573781281709671,0.2586158514022827,-0.3935251384973526,0.793808,0.23849404,0.089469135,0.6688793,0.64527774,0.58745104
132,audio_132.wav,0.6104051470756531,0.4509032666683197,0.8689785599708557,0.06353913992643356,0.25857341289520264,-0.38736412674188614,0.888496,0.6325808,0.52944076,0.66366714,0.64808553,0.5923246
133,audio_133.wav,0.6104051470756531,0.4509032666683197,0.8081547617912292,0.38099047541618347,0.19774961471557617,-0.06991279125213623,0.274916,0.06323576,0.6386688,0.29483938,0.40031034,0.8608479
134,audio_134.wav,0.6104051470756531,0.4509032666683197,0.8689413070678711,0.062153786420822144,0.258536159992218,-0.38874948024749756,0.9168399,0.39278114,0.2463001,0.6641406,0.6479795,0.592051
135,audio_135.wav,0.6104051470756531,0.4509032666683197,0.8138652443885803,0.33651676774024963,0.20346009731292725,-0.11438649892807007,0.28453487,0.33372468,0.30452305,0.31902927,0.4251678,0.85090655
136,audio_136.wav,0.6104051470756531,0.4509032666683197,0.866416871547699,0.0809452161192894,0.2560117244720459,-0.3699580505490303,0.4970724,0.39464468,0.61873496,0.6255976,0.64871264,0.6347548
